Date,Event Description
1991,coup attempt of 1991: A coup occurs in response to a new union treaty to be signed on 20.
1991,"Schumacher, regarded as one of the greatest Formula One drivers in history, makes his Formula One debut at the Belgian Grand Prix."
1991,and South Korea are admitted to the United Nations.
1991,Ötzi the Iceman is found in the Alps.
1991,of the U.S. House of Representatives Tom Foley announces the closure of the House Bank by the end of the year after revelations that House members have written numerous bad checks.
1991,Torvalds launches the first version of the Linux kernel.
1991,1: Madrid Conference of 1991.
1991,"Tropical Storm Thelma lashes into Eastern Visayas, leaving 8,000 people dead."
1991,of the Soviet Union and independence of 15 former Soviet republics. Beginning of the Algerian Civil War.
1991,the Soviet Union and independence of 15 former Soviet republics.
1991,the Algerian Civil War.
1991,the Somali Civil War.
1991,1991 Sino-Soviet Border Agreement.
1991,'s first GSM telephone call is made in Finland.
1991,the Soviet Union and independence of 15 former Soviet republics.
1991,the Algerian Civil War.
1992,of the Kuiper belt and the first extrasolar planets.
1992,of the Salvadorian Civil War.
1992,"Maastricht Treaty is signed, creating the European Union."
1992,"court in Milwaukee, Wisconsin, sentences serial killer Jeffrey Dahmer to 15 terms of life in prison. Dahmer is murdered in prison 2 years later."
1992,of communism in Albania.
1992,Bosnian War begins.
1992,"leaking into a sewer causes a series of explosions in Guadalajara, Mexico; 215 are killed, 1,500 injured."
1992,4: Los Angeles riots over the acquittal of those involved in the beating of Rodney King.
1992,Gong is introduced by Li Hongzhi in China.
1992,"first World Oceans Day is celebrated, coinciding with the Earth Summit held in Rio de Janeiro, Brazil."
1992,War ends.
1992,– 28: Hurricane Andrew kills 65 and causes $26.5 billion in damages in the Bahamas and the United States.
1992,"Al Flight 1862, in which a Boeing 747 cargo aircraft of the then state-owned Israeli airline El Al crashes into the Groeneveen and Klein-Kruitberg flats in the Bijlmermeer neighbourhood of Amsterdam, resulting in 43 deaths."
1992,Meri becomes the first President of Estonia after regaining independence.
1992,- Microsoft released Windows 3.1.
1992,"South Korean presidential election is won by Kim Young-sam, the first non-military candidate elected since 1961."
1993,Divorce between Czech Republic and Slovakia.
1993,Clinton is inaugurated as President of the United States.
1993,1993 World Trade Center bombing.
1993,"19: The Waco siege, the law enforcement siege of the compound that belonged to the Seventh-day Adventist religious sect Branch Davidians near Waco, Texas, carried out by the U.S. federal government, Texas state law enforcement, and the U.S. military, which results in a gunfight, a fire at the compound and 86 deaths."
1993,"bombs explode in Bombay, India, killing 257 and injuring hundreds more."
1993,of Eritrea.
1993,1993 child sexual abuse accusations against Michael Jackson.
1993,accords end First Intifada between Israel and Palestine.
1993,first mission in Biosphere 2 ends after two years.
1993,"– 4: Battle of Mogadishu leaves over 3,000-4,000 people dead."
1993,"bombard the Russian parliament, while demonstrators against President Boris Yeltsin rally outside."
1993,Maastricht Treaty comes in to effect.
1993,date of Schindler's List.
1993,drug lord Pablo Escobar is gunned down by police.
1994,of North American Free Trade Agreement (NAFTA).
1994,".7 Mw Northridge earthquake strikes the Greater Los Angeles Area with a maximum Mercalli intensity of IX (Violent), leaving 57 people dead and more than 8,700 injured."
1994,"of the Patriarchs massacre in the West Bank, a shooting massacre carried out by American-Israeli Baruch Goldstein, which resulted in 30 deaths and 125 injuries."
1994,assassination of Juvénal Habyarimana and Cyprien Ntaryamira triggers the Rwandan genocide.
1994,First Yemeni Civil War.
1994,of the Channel Tunnel.
1994,of apartheid in South Africa and election of Nelson Mandela.
1994,date of Disney's The Lion King.
1994,date of Forrest Gump.
1994,Real introduces the new real currency in Brazil.
1994,"founded in Bellevue, Washington, by Jeff Bezos."
1994,– 17: Death and state funeral of Kim Il-sung. Kim Jong-il becomes Supreme Leader of North Korea.
1994,"Uphold Democracy, a military intervention to remove the military regime installed by the 1991 Haitian coup d'état, begins, eventually restoring Jean-Bertrand Aristide to power"
1994,"car ferry MS Estonia sinks in the Baltic Sea, killing 852 people."
1994,gains independence from the United States.
1994,Foreman wins the WBA and IBF World Heavyweight Championships by KO'ing Michael Moorer becoming the oldest heavyweight champion in history.
1994,First Chechen War begins.
1994,"of the Three Gorges Dam begins in Hubei, China."
1994,a wave of Palestinian terrorist attacks in Israel.
1995,"of the World Trade Organization. Austria, Finland and Sweden join the European Union."
1995,the World Trade Organization.
1995,and Sweden join the European Union.
1995,".9 Mw Great Hanshin earthquake strikes the southern Hyōgo Prefecture of Japan with a maximum Shindo of VII, leaving 5,502–6,434 people dead, and 251,301–310,000 displaced."
1995,"Norman Thagard becomes the first American to ride into space aboard a Russian launch vehicle (the Soyuz TM-21), lifting off from the Baikonur Cosmodrome in Kazakhstan."
1995,"Tokyo subway sarin attack, an act of domestic terrorism perpetrated by members of the doomsday cult movement Aum Shinrikyo (now Aleph), in which they released sarin, an extremely toxic synthetic compound, in five coordinated attacks, resulting in 13 deaths and 6,252 injuries."
1995,terrorist Timothy McVeigh bombs the Alfred P. Murrah Federal Building in Oklahoma City.
1995,Dalai Lama proclaims 6-year-old Gedhun Choekyi Nyima as the 11th reincarnation of the Panchen Lama.
1995,"Sampoong Department Store collapse, a structural failure in a department store in Seoul, South Korea, kills 502 people and injures other 1,445."
1995,"– 22: The Srebrenica massacre of over 8,000 Bosniak Muslim men and boys."
1995,Third Taiwan Strait Crisis begins.
1995,–September: NATO bombing raids in Bosnia end the Bosnian War.
1995,date of Windows 95.
1995,is founded by Pierre Omidyar.
1995,Washington Post and The New York Times publish the Unabomber manifesto.
1995,II Accord.
1995,. J. Simpson is found not guilty of double murder for the deaths of former wife Nicole Simpson and Ronald Goldman in 1994.
1995,"Million Man is held in Washington, D.C. The event was conceived by Nation of Islam leader Louis Farrakhan."
1995,"Typhoon Angela leaves the Philippines and Vietnam devastated, with 882 deaths and US$315 million in damage."
1995,"of Yitzhak Rabin, Israeli Prime Minister and Defence Minister, by Yigal Amir, an Israeli right-wing extremist."
1995,"of Toy Story, the first computer-animated feature film and the first Pixar Animation Studios film."
1995,signing of the Dayton Accords put an end to the three-and-a-half-year-long Bosnian War.
1995,Korean famine begins.
1995,the World Trade Organization.
1995,and Sweden join the European Union.
1996,– 20: Serious fighting breaks out between Russian soldiers and rebel fighters in Chechnya.
1996,Civil War begins.
1996,Third Taiwan Strait Crisis ends.
1996,"FBI arrested Theodore Kaczynski, the suspected Unabomber at his cabin in Lincoln, Montana."
1996,"– 29: The Port Arthur massacre in Tasmania, Australia leaves 35 people dead, leading to tighter gun regulations in Australia."
1996,"sudden storm engulfs Mount Everest with several climbing teams high on the mountain, leaving eight people dead. By the end of the month, at least four other climbers die in the worst season of fatalities on the mountain to date."
1996,"takeoff from Miami, a fire started by improperly handled oxygen canisters in the cargo hold of Atlanta-bound ValuJet Flight 592 causes the Douglas DC-9 to crash in the Florida Everglades, killing all 110 people on board."
1996,the sheep becomes the first successful cloned mammal.
1996,Flight 800 crash.
1996,Olympic Park bombing.
1996,First Chechen War ends.
1996,permanent peace agreement is signed at the Malacañan Palace between the Government of the Philippines and the Moro National Liberation Front.
1996,"Taliban government takes control of Afghanistan, creating the Islamic Emirate of Afghanistan."
1996,First Congo War begins.
1996,of DVD in Japan.
1996,dictatorship in Taiwan.
1996,attacks in Israel.
1997,"The Albanian civil unrest (Lottery Uprising), sparked by pyramid scheme failures, in which the government was toppled, with new parliamentary elections, and more than 2,000 people killed."
1997,"1997 Israeli helicopter disaster, when two Israeli Air Force transport helicopters ferrying Israeli soldiers into Israel's security zone in southern Lebanon collided in mid-air, killing all 73 Israeli military personnel on board."
1997,"of Peace massacre, a mass murder attack that occurred at the Island of Peace on the Israeli-Jordanian border, in which 7 people were killed and 6 injured."
1997,"– 26: 39 Heaven's Gate cultists commit mass suicide at their compound in San Diego, California."
1997,first episode of Pokémon airs on TV Tokyo.
1997,"6-day hostage crisis at the residence of the Japanese ambassador in Lima, Peru."
1997,ousts Mobutu; Zaire becomes the Democratic Republic of the Congo.
1997,Women's National Basketball Association (WNBA) plays its first game at The Great Western Forum in Los Angeles.
1997,. K. Rowling publishes Harry Potter and the Philosopher's Stone.
1997,of Hong Kong from the United Kingdom to China.
1997,"Bank of Thailand floats the baht, triggering the Asian financial crisis."
1997,F. W. Woolworth Company closes after 117 years in business.
1997,First Liberian Civil War ends.
1997,is launched.
1997,", Princess of Wales is killed in a car accident in Paris."
1997,"62 people are killed by 6 Islamic militants outside the Temple of Hatshepsut in Luxor, Egypt."
1997,broken on land.
1998,bin Laden publishes a fatwa against the West.
1998,"Pacific Flight 387 crashes on the slopes between Mount Sumagaya and Mount Lumot in Claveria, Misamis Oriental, killing all 104 people on board."
1998,"United States military pilot causes the deaths of 20 people near Trento, Italy, when his low-flying EA-6B Prowler severs the cable of a cable-car."
1998,"study led by Andrew Wakefield is published in The Lancet suggesting an alleged link between MMR vaccine and autism. Now known to be full of data manipulation, the study was instantly controversial and fueled the nascent anti-vaccination movement."
1998,Good Friday Agreement brings an end to The Troubles in Northern Ireland.
1998,of Pol Pot.
1998,"– 15: Riots in Indonesia, including incidents of mass violence, demonstrations, and civil unrest of a racial nature, result in the Fall of Suharto and the independence of East Timor."
1998,- Microsoft released Windows 98.
1998,"II of Russia and his family are buried in St. Catherine Chapel, 80 years after he and his family were killed by the Bolsheviks in 1918."
1998,Second Congo War begins.
1998,and Tanzania bombings.
1998,bombing.
1998,is founded by Larry Page and Sergey Brin.
1998,"Hurricane Mitch leaves more than 19,325 dead in Central America as a result of catastrophic flooding and mudslides."
1998,"Russian Proton rocket is launched from the Baikonur Cosmodrome in Kazakhstan, carrying the first segment of the International Space Station, the 21-ton Zarya Module."
1998,impeachment of Bill Clinton begins as a result of the Clinton–Lewinsky scandal.
1998,Korean famine has killed an estimated 2.5 million people by this point.
1999,introduced to the financial markets. Coins and banknotes enter circulation in participating countries in 2002.
1999,Chavez becomes President of Venezuela.
1999,"crisis in East Timor, which led to 1,400 deaths, begins."
1999,"Columbine High School massacre in Colorado, United States, causes 15 deaths."
1999,Second Liberian Civil War begins.
1999,first episode of SpongeBob SquarePants airs on Nickelodeon.
1999,The Fourth Indo-Pakistani War.
1999,end of the Kosovo War ends the Yugoslav Wars.
1999,"least 58 people die and hundreds of homes are buried in a massive landslide in Cherry Hills subdivision in Antipolo, Rizal, which has caused by the heavy rains brought by Typhoon Olga."
1999,Second Chechen War begins.
1999,– 16: Russian apartment bombings kill more than 350 people.
1999,population reaches 6 billion.
1999,"Flight 990, travelling from New York City to Cairo, crashes off the coast of Nantucket, Massachusetts, killing all 217 on board."
1999,founded.
1999,"Murden becomes the first woman to cross the Atlantic Ocean by rowboat alone, when she reaches Guadeloupe from the Canary Islands."
1999,of Macau from the Portuguese Republic to the People's Republic of China after 442 years of Portuguese rule in the settlement.
1999,"Putin becomes the President of Russia. The U.S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977."
1999,becomes the President of Russia.
1999,".S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977."
1999,becomes the President of Russia.
1999,".S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977."
2000,first day of the 3rd millennium is celebrated on New Year's Day; though with dispute.
2000,rains in Africa lead to the worst flooding in [until and kills 800 people.
2000,- Microsoft released Windows 2000.
2000,"bubble bursts, causing stock markets worldwide to crash."
2000,Sony PlayStation 2 releases in Japan. The system became the highest-selling video game console in history.
2000,John Paul II apologizes for the wrongdoings by members of the Roman Catholic Church throughout the ages.
2000,778 members of the Movement for the Restoration of the Ten Commandments of God die in Uganda.
2000,Putin is elected President of Russia.
2000,"Canonization of Faustina Kowalska occurs in the presence of 200,000 people and the first Divine Mercy Sunday celebrated worldwide."
2000,British Army launches Operation Palliser which effectively ends the Sierra Leone Civil War.
2000,becomes the second country to reach 1 billion people.
2000,of Israeli occupation of Lebanon.
2000,–15: First inter-Korean summit.
2000,centennial earthquake (6.5 on the Richter scale) hits Iceland on its national day.
2000,Øresund Bridge between Denmark and Sweden is officially opened for traffic.
2000,"draft assembly of Human Genome Project is announced at the White House by US President Bill Clinton, Francis Collins, and Craig Venter."
2000,"least 218 people are killed, about 700 are missing and presumed dead, and about 800 shanties are buried in a collapse of a dumpsite, destabilized by torrential rains caused by tropical cyclones, in Payatas, Quezon City."
2000,"–25: The 2000 Camp David Summit, aimed at reaching a ""final status"" agreement between the Palestinians and the Israelis, was held between United States president Bill Clinton, Israeli prime minister Ehud Barak and Palestinian Authority chairman Yasser Arafat."
2000,"powerful solar flare, later named the Bastille Day event, causes a geomagnetic storm on Earth."
2000,"Air France Flight 4590 crashes in France, killing 113 including all people aboard."
2000,"submarine Kursk explodes, killing all 118 crew."
2000,"British military operation to free five soldiers from the Royal Irish Regiment that were held captive for over two weeks during the Sierra Leone Civil War, all of which were rescued."
2000,Jobs introduces the public beta of Mac OS X.
2000,Greek ferry Express Samina sinks off the coast of the island of Paros; 80 out of a total of over 500 passengers perish in one of Greece's worst sea disasters.
2000,Second Intifada begins.
2000,President Slobodan Milošević resigns following a revolution in Belgrade.
2000,suicide bombs the USS Cole; 17 sailors are killed.
2000,"Space Station begins operations; its first crew, composed of three men, arrives."
2000,"Bush v. Gore, the United States Supreme Court declares George W. Bush President of the United States."
2000,Luoyang Christmas fire at a shopping center in China kills 309 people.
